"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"NAmes","1-STORY 1946+","RL",70,7763,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"CBlock",3,3,1,3,504,4,108,319,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",140000,0.75,47499,0.75,1,28,0,2214,2,0
"Somerst","1-STORY 1946+","RL",85,10182,"Pave","None",2,"Lvl","CulDSac",2,"RRNn","Norm","1Fam","1Story",8,5,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,2,"PConc",5,3,2,6,1220,1,0,440,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",2,2,3,3,2,322,50,0,0,0,0,0,"None","None",0,2006,"New","Partial",290000,0.75,95487,0.75,0,0,1,3320,3,50
"SawyerW","2-STORY+","RL",70,11218,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",4,3,1,1,0,1,0,1055,"GasA",4,1,"SBrkr",790,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,635,104,0,0,0,0,0,"GdPrv","Shed",400,2010,"WD","Normal",189000,0.64,68542,0.73,0,18,0,2900,2.5,104
"Gilbert","1/2 STORY Fin","RL",152,12134,"Pave","None",2,"Bnk","Inside",1,"Norm","Norm","1Fam","1.5Fin",8,7,1988,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"Wood",4,3,3,6,427,1,0,132,"GasA",3,1,"SBrkr",672,0,4,1,2,7,0,0,"Basment",2,2,3,3,2,325,12,0,0,0,0,0,"None","None",0,2010,"WD","Normal",164000,0.55,82976,0.75,1,5,0,2311,2,12
"Edwards","1-STORY 1945-","RL",50,9340,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,6,1941,"Hip","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,3,344,1,0,328,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,0,0,113,0,0,0,0,0,"None","None",0,2009,"WD","Normal",113000,0.61,46530,0.63,1,59,0,1344,2,113
"Sawyer","SPLIT OR MULTI-LEVEL","RL",71,10246,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","SLvl",4,9,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",3,4,3,6,648,1,0,0,"GasA",4,1,"SBrkr",0,0,0,1,2,7,0,0,"Attchd",1,1,3,3,2,88,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",145000,0.64,54928,0.87,1,5,0,1608,1.5,0
"NAmes","SPLIT FOYER","RL",69,10205,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SFoyer",5,5,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,3,4,784,1,0,141,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,150,72,0,0,0,0,0,"None","None",0,2006,"WD","Normal",134500,0.75,47499,0.75,0,44,0,1924,2,72
"Sawyer","1-STORY 1946+","RL",99,7094,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,3,180,2,374,340,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",2,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",125000,0.64,54928,0.87,0,41,0,1788,1,0
"Sawyer","DUPLEX","RM",68,8930,"Pave","None",2,"Lvl","Inside",2,"RRAe","Norm","Duplex","1.5Fin",6,5,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",584,0,4,2,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",112000,0.64,54928,0.87,0,32,0,1902,2,0
"Somerst","1-STORY 1946+","FV",72,8640,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,2,"PConc",4,3,2,6,936,1,0,364,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,135,112,0,0,0,0,0,"None","None",0,2009,"New","Partial",229456,0.75,95487,0.75,0,0,1,2614,3,112
"BrkSide","1/2 STORY Fin","RM",52,6240,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",4,5,1947,"Gable","CompShg","AsbShng","AsbShng","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",3,0,"SBrkr",240,0,2,1,2,7,0,0,"None",0,0,0,0,0,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",80500,0.74,46530,0.72,1,56,0,912,1,0
"BrDale","2-STORY PUD 1946+","RM",21,1680,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",6,5,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,2,"CBlock",3,3,1,1,0,1,0,672,"GasA",2,1,"SBrkr",546,0,3,1,2,7,0,0,"None",0,0,0,0,0,201,0,0,0,0,0,0,"None","None",0,2006,"WD","Abnorml",91500,0.82,33258,0.63,0,35,0,1890,1.5,0
"NAmes","1-STORY 1946+","RL",66,7800,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,3,312,2,600,0,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Abnorml",115000,0.75,47499,0.75,0,42,0,1824,1,0
"Sawyer","1-STORY 1946+","RL",55,8250,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1Story",5,5,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,1,4,250,2,492,210,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,3,"Attchd",1,1,3,3,2,0,63,0,0,0,0,0,"None","None",0,2008,"WD","Normal",134000,0.64,54928,0.87,0,40,0,2163,1,63
"NAmes","1/2 STORY Fin","RL",78,10496,"Pave","None",2,"Lvl","Inside",2,"Artery","Norm","1Fam","1.5Fin",6,6,1949,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,2,"CBlock",3,3,2,3,196,1,0,844,"GasA",4,1,"SBrkr",678,0,3,1,2,7,1,4,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2007,"WD","Normal",143000,0.75,47499,0.75,1,57,0,2886,2,0
"NAmes","1-STORY 1946+","RL",89,10680,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,3,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",44,2,"CBlock",3,2,1,2,756,1,0,1380,"GasA",2,0,"FuseA",0,0,4,1,2,4,0,0,"Detchd",1,2,3,3,2,0,30,0,0,0,0,0,"MnPrv","None",0,2006,"WD","Normal",137900,0.75,47499,0.75,0,55,0,4272,2,30
"Gilbert","2-STORY+","RL",60,15384,"Pave","None",2,"Lvl","Inside",2,"RRAn","Norm","1Fam","2Story",7,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,3,6,724,1,0,64,"GasA",4,1,"SBrkr",702,0,3,1,3,7,1,4,"Attchd",3,2,3,3,2,100,75,0,0,0,0,0,"None","None",0,2008,"WD","Normal",184000,0.55,82976,0.75,1,3,0,2278,3.5,75
"NAmes","SPLIT OR MULTI-LEVEL","RL",65,10482,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,8,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,3,"CBlock",3,3,3,6,507,1,0,81,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,1,3,3,2,224,0,0,0,0,0,0,"MnWw","None",0,2007,"WD","Normal",145000,0.75,47499,0.75,0,49,0,1726,1.5,0
"Somerst","2-STORY+","RL",86,14598,"Pave","None",2,"Lvl","CulDSac",2,"Feedr","Norm","1Fam","2Story",6,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,2,"PConc",4,3,2,1,0,1,0,894,"GasA",4,1,"SBrkr",1039,0,4,1,3,7,1,4,"BuiltIn",3,3,3,3,2,100,18,0,0,0,0,0,"None","None",0,2008,"WD","Normal",214000,0.75,95487,0.75,0,1,0,2827,2.5,18
"NAmes","1-STORY 1946+","RL",72,8872,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,8,1965,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,2,"CBlock",3,3,1,5,595,1,0,317,"GasA",4,1,"SBrkr",0,0,2,1,3,7,0,0,"Detchd",1,2,3,3,2,0,240,0,0,0,0,0,"None","None",0,2008,"WD","Normal",147000,0.75,47499,0.75,1,0,0,1824,2,240
"NridgHt","1-STORY PUD 1946+","RL",65,8769,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","TwnhsE","1Story",9,5,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,2,"PConc",5,3,1,6,1540,1,0,162,"GasA",4,1,"SBrkr",0,0,1,1,4,7,1,4,"Attchd",3,3,3,3,2,0,72,0,0,224,0,0,"None","None",0,2008,"New","Partial",367294,0.75,105583,0.89,0,0,1,3404,2.5,296
"NAmes","SPLIT OR MULTI-LEVEL","RL",70,7910,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",5,5,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,2,"CBlock",3,3,1,5,666,1,0,409,"GasA",3,1,"SBrkr",0,0,4,1,2,3,0,0,"Basment",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2008,"WD","Normal",127000,0.75,47499,0.75,0,48,0,2582,2,0
"Sawyer","DUPLEX","RL",71,18890,"Pave","None",2,"Lvl","Inside",2,"Feedr","RRAe","Duplex","1.5Fin",5,5,1977,"Shed","CompShg","Plywood","Plywood","None",1,2,"CBlock",4,3,1,6,498,3,211,652,"GasA",4,1,"SBrkr",1259,0,4,2,2,7,1,3,"BuiltIn",2,2,3,3,0,155,24,145,0,0,0,0,"None","Gar2",8300,2007,"WD","Normal",190000,0.64,54928,0.87,0,30,0,3981,3,169
"NAmes","DUPLEX","RL",70,7728,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Duplex","SLvl",5,6,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,2,"CBlock",3,3,3,5,803,1,0,303,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,18,0,0,0,0,0,"GdWo","None",0,2006,"WD","Normal",132500,0.75,47499,0.75,0,44,0,2296,2,18
"NAmes","DUPLEX","RL",70,9842,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","Duplex","1Story",4,5,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",0,0,2,2,2,7,0,0,"CarPort",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",101800,0.75,47499,0.75,0,45,0,1224,2,0
"NAmes","1-STORY 1946+","RL",73,12160,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,2,"CBlock",3,3,1,3,1000,1,0,188,"GasA",1,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2010,"COD","Abnorml",142000,0.75,47499,0.75,0,51,0,2376,2,0
"SWISU","2-STORY 1945-","RH",55,8525,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","1Fam","2Story",5,6,1911,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",3,3,3,1,0,1,0,940,"GasA",2,0,"FuseA",940,0,4,1,2,7,0,0,"None",0,0,0,0,0,0,192,0,0,0,0,0,"None","None",0,2008,"WD","Abnorml",130000,1,51183,0.83,1,58,0,2904,1.5,192
"Crawfor","2-STORY 1945-","RL",96,13132,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",5,5,1914,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",4,3,2,1,0,1,0,747,"GasA",3,1,"FuseF",892,0,4,1,2,7,0,0,"Detchd",1,1,2,2,0,203,40,0,0,0,0,0,"None","None",0,2006,"WD","Normal",138887,0.85,86452,0.84,1,56,0,2531,1.5,40
"NridgHt","2-STORY PUD 1946+","RL",36,2628,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",7,5,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,2,"PConc",4,3,1,1,0,1,0,764,"GasA",4,1,"SBrkr",862,0,2,1,3,7,0,0,"BuiltIn",2,2,3,3,2,0,27,0,0,0,0,0,"None","None",0,2010,"WD","Normal",175500,0.75,105583,0.89,0,7,0,2390,2.5,27
"CollgCr","2-STORY+","RL",41,12393,"Pave","None",1,"Lvl","FR2",2,"Norm","Norm","1Fam","2Story",7,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,847,"GasA",4,1,"SBrkr",1101,0,4,1,3,7,1,4,"BuiltIn",3,2,3,3,2,100,48,0,0,0,0,0,"None","None",0,2006,"WD","Normal",195000,0.91,39359,0.91,1,1,0,2795,2.5,48
"SawyerW","1-STORY 1946+","RL",63,13072,"Pave","None",2,"Lvl","Inside",2,"RRAe","Norm","1Fam","1Story",6,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,1141,"GasA",4,1,"SBrkr",0,0,3,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Abnorml",142500,0.64,68542,0.73,0,1,0,2282,1.5,0
"Timber","1-STORY 1946+","RL",64,9037,"Pave","None",2,"HLS","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,2,"PConc",4,3,3,6,428,1,0,1048,"GasA",4,1,"SBrkr",0,0,2,1,4,7,1,4,"Attchd",2,2,3,3,2,120,33,0,0,0,0,0,"None","None",0,2007,"WD","Normal",265900,0.71,85268,0.85,0,1,0,2960,2,33
"CollgCr","2-STORY+","RL",65,8158,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,2,"PConc",4,3,1,6,550,1,0,334,"GasA",4,1,"SBrkr",884,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,63,0,0,0,0,0,"None","None",0,2008,"WD","Normal",224900,0.91,39359,0.91,0,5,0,2652,3.5,63
"Somerst","1-STORY 1946+","RL",83,9849,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,6,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,2,"PConc",4,3,3,1,0,1,0,1689,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,3,3,3,2,0,56,0,0,0,0,0,"None","None",0,2007,"New","Partial",248328,0.75,95487,0.75,0,0,1,3378,2,56
"NWAmes","SPLIT FOYER","RL",85,10625,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SFoyer",7,6,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,2,"CBlock",4,3,4,6,885,2,168,0,"GasA",2,1,"SBrkr",0,0,3,1,3,7,2,3,"Attchd",2,2,3,3,2,0,120,0,0,0,0,0,"MnPrv","None",0,2010,"WD","Family",170000,0.89,87636,0.86,0,36,0,2226,3,120
"NridgHt","1-STORY 1946+","RL",107,13891,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",10,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",5,4,4,6,1386,1,0,690,"GasA",4,1,"SBrkr",0,0,2,1,4,7,1,4,"Attchd",3,3,3,3,2,216,229,0,0,0,0,0,"None","None",0,2006,"New","Partial",465000,0.75,105583,0.89,0,0,1,4152,3.5,229
"Crawfor","2-STORY 1945-","RL",74,11435,"Pave","None",2,"HLS","Corner",1,"Norm","Norm","1Fam","2Story",8,7,1929,"Gable","CompShg","BrkFace","Stucco","None",0,2,"PConc",4,3,1,1,0,1,0,792,"GasA",1,1,"SBrkr",725,0,3,1,3,7,2,4,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",230000,0.85,86452,0.84,1,56,0,2309,1,0
"NWAmes","SPLIT OR MULTI-LEVEL","RL",78,12090,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,7,1984,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,2,"CBlock",4,3,1,1,0,1,0,585,"GasA",4,1,"SBrkr",728,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,268,112,0,0,147,0,0,"None","None",0,2007,"WD","Abnorml",178000,0.89,87636,0.86,1,4,0,2453,3.5,259
"Somerst","2-STORY+","FV",65,8125,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,756,"GasA",4,1,"SBrkr",797,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,45,0,0,0,0,0,"None","None",0,2006,"New","Partial",186500,0.75,95487,0.75,1,0,0,2309,2.5,45
"Mitchel","SPLIT OR MULTI-LEVEL","RL",73,12328,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,5,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",335,2,"CBlock",3,3,3,6,539,1,0,473,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,3,3,3,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",169900,0.75,73557,0.62,0,34,0,2046,2,0
"OldTown","75","RM",60,9600,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2.5Unf",6,5,1917,"Gable","CompShg","AsbShng","AsbShng","None",0,2,"BrkTil",4,3,1,3,319,1,0,416,"OthW",1,0,"SBrkr",924,0,3,1,2,7,1,4,"Detchd",1,2,2,2,1,0,0,259,0,0,0,0,"None","None",0,2008,"WD","Normal",129500,0.84,41223,0.85,1,58,0,2793,1.5,259
"NAmes","1-STORY 1946+","RL",60,7200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,4,534,3,96,246,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,0,80,0,0,0,0,0,"None","None",0,2007,"WD","Normal",119000,0.75,47499,0.75,0,57,0,1864,1,80
"NAmes","1-STORY 1946+","RL",93,11160,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",7,5,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,5,1065,1,0,1045,"GasA",4,1,"SBrkr",0,0,3,1,4,7,2,3,"Attchd",3,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",244000,0.75,47499,0.75,0,42,0,4220,3.5,0
"NridgHt","1-STORY PUD 1946+","RL",88,3136,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","TwnhsE","1Story",7,5,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,2,"PConc",4,3,1,1,0,1,0,1405,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,148,36,0,0,0,0,0,"None","None",0,2006,"WD","Normal",171750,0.75,105583,0.89,0,3,0,2810,2,36
"Mitchel","1-STORY 1946+","RL",62,9858,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",3,3,1,4,510,1,0,354,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,1,3,3,2,33,0,0,0,0,0,0,"GdWo","Shed",600,2009,"WD","Normal",130000,0.75,73557,0.62,0,41,0,1738,2,0
"Veenker","2-STORY+","RL",68,17542,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,7,1974,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,4,2,125,5,1031,36,"GasA",2,1,"SBrkr",651,0,3,1,3,7,2,4,"Attchd",2,2,3,3,2,220,47,0,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",294000,0.75,85268,0.81,1,4,0,3359,3.5,47
"Edwards","2-STORY+","RL",60,6931,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","Stone",92,2,"PConc",4,3,1,1,0,1,0,746,"GasA",4,1,"SBrkr",896,0,3,1,3,7,1,4,"BuiltIn",3,2,3,3,2,178,128,0,0,0,0,0,"None","None",0,2008,"WD","Normal",165400,0.61,46530,0.63,1,4,0,2402,2.5,128
"BrkSide","1/2 STORY Fin","RM",52,6240,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,6,1931,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",3,2,1,2,425,1,0,459,"GasA",2,1,"FuseA",408,0,3,1,2,7,1,4,"Detchd",1,1,3,3,2,0,0,0,0,120,0,0,"None","None",0,2007,"WD","Normal",127500,0.74,46530,0.72,1,57,0,2251,1,120
"NoRidge","1-STORY 1946+","RL",91,14303,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",8,5,1994,"Hip","CompShg","HdBoard","HdBoard","BrkFace",554,2,"PConc",4,3,4,6,1314,1,0,672,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,3,"Attchd",3,2,3,3,2,262,36,0,0,0,0,0,"None","None",0,2008,"WD","Normal",301500,0.85,121583,0.89,0,14,0,3973,3,36
"Edwards","1-STORY 1945-","RL",56,4060,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1Story",5,8,1922,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",2,3,1,1,0,1,0,864,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"None",0,0,0,0,2,0,96,0,0,0,0,0,"None","None",0,2009,"WD","Normal",99900,0.61,46530,0.63,1,59,0,1728,1,96
"Gilbert","SPLIT OR MULTI-LEVEL","RL",59,9587,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",182,2,"PConc",4,3,4,6,655,1,0,201,"GasA",4,1,"SBrkr",0,0,2,1,3,7,0,0,"Attchd",3,2,3,3,2,212,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",190000,0.55,82976,0.75,0,3,0,2022,3,0
"NAmes","1-STORY 1946+","RL",65,9750,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","1Fam","1Story",6,8,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"CBlock",4,3,1,5,602,2,438,14,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,180,0,0,0,80,0,0,"None","None",0,2008,"WD","Normal",151000,0.75,47499,0.75,0,39,0,2108,2.5,80
"Gilbert","2-STORY+","RL",65,24682,"Pave","None",0,"Lvl","CulDSac",2,"RRAn","Norm","1Fam","2Story",6,5,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,841,"GasA",4,1,"SBrkr",783,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,0,103,0,0,0,0,0,"None","None",0,2009,"WD","Normal",181000,0.55,82976,0.75,0,10,0,2516,2.5,103
"NAmes","1-STORY 1946+","RL",80,9600,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,3,504,1,0,546,"GasA",3,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",128900,0.75,47499,0.75,0,53,0,2100,1,0
"ClearCr","1/2 STORY Fin","RL",80,11250,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",4,5,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,3,1,0,1,0,1104,"GasA",4,1,"FuseA",684,0,5,1,2,5,2,3,"Attchd",1,1,3,3,2,120,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",161500,0.89,86452,0.82,1,20,0,2892,2,0
"BrkSide","2-STORY 1945-","RL",60,13515,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,6,1919,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",3,3,1,1,0,1,0,764,"GasA",4,1,"FuseA",764,0,3,1,2,7,1,4,"Detchd",1,2,3,3,0,0,0,126,0,0,0,0,"GdPrv","None",0,2007,"WD","Normal",180500,0.74,46530,0.72,1,57,0,2588,1,126
"NAmes","1-STORY PUD 1946+","RH",34,4060,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",6,5,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,1,6,266,1,0,1139,"GasA",4,1,"SBrkr",0,0,2,1,3,7,0,0,"Attchd",3,2,3,3,2,144,68,0,0,0,0,0,"None","None",0,2008,"COD","Abnorml",181000,0.75,47499,0.75,1,9,0,2742,3,68
